mode,feature_set,feature_set_desc,condition,condition_desc,classifier,n_seeds,kappa_mean,kappa_std,kappa_ci_lo,kappa_ci_hi,acc_mean,acc_std,acc_ci_lo,acc_ci_hi,f1_asphyxia_mean,f1_asphyxia_std,f1_deaf_mean,f1_deaf_std,f1_hunger_mean,f1_hunger_std,f1_normal_mean,f1_normal_std,f1_pain_mean,f1_pain_std,sensitivity_mean,sensitivity_std,sensitivity_ci_lo,sensitivity_ci_hi,specificity_mean,specificity_std,specificity_ci_lo,specificity_ci_hi,auc_mean,auc_std,auc_ci_lo,auc_ci_hi,f1_healthy_mean,f1_healthy_std,f1_pathology_mean,f1_pathology_std
multiclass,E,FOSP+comp+EEFGabor (FisherVec),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),MLP,5,0.5492,0.0166,0.5237,0.5697,0.6563,0.0134,0.6357,0.673,0.7726,0.0133,0.8798,0.0138,0.5313,0.0188,0.428,0.0388,0.3693,0.0154,,,,,,,,,,,,,,,,
multiclass,E,FOSP+comp+EEFGabor (FisherVec),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),SVM-lineal,5,0.5451,0.0072,0.5336,0.5519,0.658,0.0061,0.6484,0.6642,0.7325,0.0112,0.8697,0.0105,0.532,0.0107,0.4453,0.0231,0.3843,0.0181,,,,,,,,,,,,,,,,
multiclass,E,FOSP+comp+EEFGabor (FisherVec),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),SVM-RBF,5,0.5112,0.0033,0.5063,0.5144,0.638,0.0032,0.6328,0.6417,0.7628,0.002,0.8319,0.0125,0.534,0.0207,0.313,0.021,0.3702,0.0109,,,,,,,,,,,,,,,,
multiclass,E,FOSP+comp+EEFGabor (FisherVec),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),SVM-polinomial,5,0.4455,0.0113,0.4314,0.4603,0.5873,0.009,0.5746,0.5978,0.6836,0.0306,0.7716,0.0252,0.5464,0.013,0.3594,0.0175,0.3693,0.0086,,,,,,,,,,,,,,,,
multiclass,E,FOSP+comp+EEFGabor (FisherVec),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),kNN,5,0.5369,0.0272,0.4919,0.5613,0.6417,0.0224,0.6052,0.6627,0.7847,0.0144,0.8695,0.0249,0.5003,0.0266,0.4522,0.0392,0.337,0.0189,,,,,,,,,,,,,,,,
multiclass,E,FOSP+comp+EEFGabor (FisherVec),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),RandomForest,5,0.5155,0.0117,0.5029,0.5348,0.6311,0.009,0.6206,0.6455,0.7899,0.0099,0.8937,0.0063,0.5128,0.0162,0.2117,0.0473,0.3469,0.0076,,,,,,,,,,,,,,,,
binary,B,comp+EEFGabor (sin FOSP),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),MLP,5,0.9441,0.0048,0.939,0.9521,0.9722,0.0024,0.9697,0.9762,,,,,,,,,,,0.98,0.0021,0.9773,0.9833,0.9632,0.0036,0.9577,0.9681,0.9964,0.0005,0.9957,0.9971,0.9698,0.0026,0.9743,0.0022
binary,B,comp+EEFGabor (sin FOSP),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),SVM-lineal,5,0.8875,0.0034,0.883,0.8908,0.9441,0.0017,0.9418,0.9457,,,,,,,,,,,0.9483,0.002,0.9453,0.9507,0.9392,0.0019,0.9363,0.9417,0.9874,0.0007,0.9869,0.9886,0.9395,0.0018,0.948,0.0016
binary,B,comp+EEFGabor (sin FOSP),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),SVM-RBF,5,0.9548,0.0048,0.9482,0.962,0.9776,0.0024,0.9743,0.9811,,,,,,,,,,,0.9934,0.0024,0.9904,0.9972,0.9592,0.0027,0.9554,0.9626,0.9966,0.0004,0.9963,0.9972,0.9754,0.0026,0.9795,0.0022
binary,B,comp+EEFGabor (sin FOSP),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),SVM-polinomial,5,0.9499,0.0025,0.9476,0.953,0.9751,0.0012,0.974,0.9766,,,,,,,,,,,0.9829,0.0018,0.9798,0.9844,0.9661,0.0019,0.9638,0.9676,0.996,0.0005,0.9954,0.9967,0.9729,0.0013,0.977,0.0011
binary,B,comp+EEFGabor (sin FOSP),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),kNN,5,0.9303,0.003,0.9267,0.9349,0.9653,0.0015,0.9635,0.9676,,,,,,,,,,,0.9652,0.0027,0.961,0.9686,0.9655,0.0032,0.9611,0.9693,0.9938,0.0003,0.9934,0.994,0.9626,0.0016,0.9677,0.0014
binary,B,comp+EEFGabor (sin FOSP),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),RandomForest,5,0.9506,0.0044,0.9443,0.9562,0.9755,0.0022,0.9724,0.9783,,,,,,,,,,,0.9916,0.001,0.9902,0.9926,0.9567,0.0045,0.9515,0.9626,0.9976,0.0003,0.9971,0.9981,0.973,0.0025,0.9775,0.002
binary,B,comp+EEFGabor (sin FOSP),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),MLP,5,0.7039,0.0074,0.6923,0.7129,0.8519,0.0037,0.8462,0.8563,,,,,,,,,,,0.8228,0.0026,0.8191,0.8265,0.8856,0.0068,0.8738,0.891,0.9244,0.004,0.9203,0.9308,0.8468,0.0042,0.8565,0.0032
binary,B,comp+EEFGabor (sin FOSP),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),SVM-lineal,5,0.548,0.0046,0.5432,0.5556,0.775,0.0022,0.7726,0.7787,,,,,,,,,,,0.7824,0.001,0.7811,0.7834,0.7663,0.0043,0.7619,0.7734,0.8435,0.0024,0.8406,0.8469,0.759,0.0028,0.7889,0.0018
binary,B,comp+EEFGabor (sin FOSP),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),SVM-RBF,5,0.7118,0.0014,0.7099,0.7139,0.856,0.0007,0.855,0.8571,,,,,,,,,,,0.8354,0.0011,0.8343,0.8368,0.8799,0.0012,0.8781,0.8808,0.916,0.0023,0.9136,0.9195,0.8497,0.0008,0.8618,0.0007
binary,B,comp+EEFGabor (sin FOSP),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),SVM-polinomial,5,0.7081,0.0023,0.7043,0.7108,0.8535,0.0012,0.8516,0.8549,,,,,,,,,,,0.8077,0.0014,0.8057,0.8096,0.9068,0.0021,0.9047,0.9101,0.8964,0.0022,0.8927,0.8987,0.8513,0.0012,0.8557,0.0011
binary,B,comp+EEFGabor (sin FOSP),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),kNN,5,0.7233,0.0016,0.7219,0.726,0.8614,0.0008,0.8607,0.8627,,,,,,,,,,,0.8231,0.0015,0.8212,0.8252,0.9058,0.0016,0.9038,0.9083,0.9027,0.0005,0.9022,0.9035,0.858,0.0008,0.8646,0.0008
binary,B,comp+EEFGabor (sin FOSP),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),RandomForest,5,0.7108,0.008,0.7034,0.7219,0.8555,0.004,0.8519,0.8609,,,,,,,,,,,0.8335,0.0032,0.829,0.838,0.881,0.0066,0.8736,0.8914,0.9166,0.0019,0.9145,0.9189,0.8494,0.0044,0.8611,0.0036
binary,C,FOSP+comp+EEFGabor (sin reduc.),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),MLP,5,0.9338,0.0064,0.9274,0.9428,0.9671,0.0032,0.9639,0.9716,,,,,,,,,,,0.9775,0.0037,0.9739,0.9838,0.955,0.0038,0.9505,0.9605,0.9958,0.0005,0.9952,0.9966,0.9641,0.0035,0.9696,0.0029
binary,C,FOSP+comp+EEFGabor (sin reduc.),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),SVM-lineal,5,0.879,0.0094,0.8666,0.8911,0.9399,0.0047,0.9336,0.9459,,,,,,,,,,,0.9437,0.006,0.9362,0.9512,0.9354,0.005,0.9306,0.9439,0.9872,0.0011,0.9862,0.989,0.935,0.005,0.944,0.0044
binary,C,FOSP+comp+EEFGabor (sin reduc.),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),SVM-RBF,5,0.9466,0.0043,0.9394,0.9509,0.9735,0.0021,0.97,0.9757,,,,,,,,,,,0.9921,0.0015,0.9896,0.9934,0.952,0.0032,0.9471,0.9552,0.9959,0.0003,0.9955,0.9964,0.9708,0.0024,0.9758,0.0019
binary,C,FOSP+comp+EEFGabor (sin reduc.),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),SVM-polinomial,5,0.9482,0.0031,0.9443,0.952,0.9743,0.0015,0.9723,0.9761,,,,,,,,,,,0.9759,0.002,0.9724,0.9778,0.9724,0.0026,0.9681,0.9751,0.9954,0.0004,0.9949,0.9958,0.9722,0.0016,0.976,0.0014
binary,C,FOSP+comp+EEFGabor (sin reduc.),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),kNN,5,0.92,0.0045,0.9144,0.9262,0.9601,0.0023,0.9573,0.9632,,,,,,,,,,,0.9472,0.0057,0.9404,0.9557,0.9752,0.0026,0.9717,0.9788,0.9919,0.0008,0.9913,0.9933,0.9577,0.0022,0.9623,0.0023
binary,C,FOSP+comp+EEFGabor (sin reduc.),S-1s,StratifiedKFold aleatorio — 1s_X (baseline literatura),RandomForest,5,0.9477,0.0027,0.9451,0.9524,0.9741,0.0013,0.9728,0.9764,,,,,,,,,,,0.991,0.0005,0.9902,0.9917,0.9544,0.0024,0.9524,0.9585,0.9971,0.0003,0.9968,0.9976,0.9715,0.0015,0.9762,0.0012
binary,C,FOSP+comp+EEFGabor (sin reduc.),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),MLP,5,0.7108,0.0042,0.7052,0.7168,0.8553,0.0021,0.8525,0.8583,,,,,,,,,,,0.8249,0.0024,0.8221,0.8277,0.8906,0.0029,0.8861,0.894,0.9391,0.0021,0.9365,0.9423,0.8506,0.0022,0.8597,0.002
binary,C,FOSP+comp+EEFGabor (sin reduc.),G-1s,GroupKFold por grabación — 1s_X (leakage controlado),SVM-lineal,5,0.5928,0.0,0.5928,0.5928,0.7972,0.0,0.7972,0.7972,,,,,,,,,,,0.8007,0.0,0.8007,0.8007,0.7931,0.0,0.7931,0.7931,0.8693,0.0008,0.868,0.87,0.7834,0.0,0.8093,0.0
